Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Rotations,Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
1,1,a,A,Spatial,1,Pool,2/27/2023,60.0,15.931,0.266,3,0.005,2,7.6,2.349,2,7.2,2.249,6,25.5,6.277,6,19.6,5.057,0,
2,1,a,A,Spatial,2,Pool,2/27/2023,60.0,16.844,0.281,2,0.073,3,6.0,1.924,4,14.0,3.934,4,22.9,6.283,4,17.1,4.703,0,
3,2,a,A,Spatial,1,Pool,2/27/2023,3.8,0.974,0.253,0,0.731,1,0.8,0.207,0,0.0,0.000,0,0.0,0.000,1,3.0,0.766,1,0.64
4,2,a,A,Spatial,2,Pool,2/27/2023,9.3,2.017,0.216,0,0.473,1,3.1,0.866,1,6.2,1.151,0,0.0,0.000,0,0.0,0.000,1,3.52
5,3,a,A,Spatial,1,Pool,2/27/2023,60.0,19.934,0.332,4,0.029,4,14.9,5.357,3,12.1,3.697,4,15.7,4.788,6,17.3,6.093,0,
6,3,a,A,Spatial,2,Pool,2/27/2023,4.8,1.411,0.295,0,0.505,1,3.5,1.123,1,1.3,0.288,0,0.0,0.000,0,0.0,0.000,1,0.70
7,4,a,A,Spatial,1,Pool,2/27/2023,60.0,14.973,0.250,1,0.075,5,17.1,4.140,6,20.2,5.250,4,18.4,4.042,2,4.3,1.541,0,
8,4,a,A,Spatial,2,Pool,2/27/2023,21.8,6.049,0.277,0,0.084,3,10.3,2.789,1,4.7,1.229,0,0.0,0.000,1,6.8,2.031,1,10.71
9,5,a,A,Spatial,1,Pool,2/27/2023,58.6,12.697,0.217,2,0.060,2,6.6,1.844,3,37.9,7.397,2,6.8,2.041,1,7.2,1.415,1,43.21
10,5,a,A,Spatial,2,Pool,2/27/2023,17.2,5.352,0.311,2,0.216,3,6.2,2.194,2,10.3,2.874,0,0.0,0.000,1,0.7,0.283,1,7.92
11,6,a,A,Spatial,1,Pool,2/27/2023,39.4,9.939,0.252,2,0.055,4,16.4,3.996,3,13.8,3.591,1,5.6,1.297,1,3.7,1.055,1,23.91
12,6,a,A,Spatial,2,Pool,2/27/2023,60.0,12.259,0.204,0,0.093,4,44.7,7.570,2,3.9,1.266,1,2.7,0.912,3,8.8,2.511,0,
13,7,a,A,Spatial,1,Pool,2/27/2023,60.0,11.971,0.200,1,0.024,1,3.6,1.319,3,12.7,2.401,5,36.8,6.002,2,6.9,2.250,0,
14,7,a,A,Spatial,2,Pool,2/27/2023,60.0,15.217,0.254,3,0.062,4,10.0,3.023,3,11.3,2.660,3,22.1,4.907,4,16.6,4.628,0,
15,8,a,A,Spatial,1,Pool,2/27/2023,60.0,13.014,0.217,3,0.105,4,20.0,4.416,3,16.5,2.670,2,10.4,2.494,3,13.1,3.434,0,
16,8,a,A,Spatial,2,Pool,2/27/2023,60.0,12.472,0.208,4,0.068,3,23.7,4.087,6,28.5,6.197,4,6.6,1.789,1,1.2,0.400,0,
17,9,a,A,Spatial,1,Pool,2/27/2023,37.7,10.948,0.290,2,0.046,2,10.0,2.694,1,3.2,1.234,2,12.7,3.322,3,11.8,3.698,1,28.27
18,9,a,A,Spatial,2,Pool,2/27/2023,3.3,0.679,0.209,0,0.803,1,3.2,0.679,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.42
19,10,a,A,Spatial,1,Pool,2/27/2023,60.0,14.719,0.245,0,0.058,4,8.9,3.230,4,20.3,4.700,3,10.0,2.619,3,20.8,4.171,0,
20,10,a,A,Spatial,2,Pool,2/27/2023,19.9,6.015,0.302,0,0.125,2,4.3,1.157,3,9.4,3.255,1,6.3,1.603,0,0.0,0.000,1,14.82
21,11,a,A,Spatial,1,Pool,2/27/2023,58.3,17.654,0.303,3,0.073,3,10.7,3.548,4,8.2,2.704,5,27.1,7.279,3,12.3,4.123,1,50.17
22,11,a,A,Spatial,2,Pool,2/27/2023,60.0,16.662,0.278,1,0.057,2,3.4,1.159,1,3.6,0.893,5,28.9,7.064,6,24.1,7.546,0,
23,12,a,A,Spatial,1,Pool,2/27/2023,21.3,4.336,0.204,1,0.207,1,9.7,1.785,2,9.6,1.864,1,1.9,0.688,0,0.0,0.000,1,10.23
24,12,a,A,Spatial,2,Pool,2/27/2023,22.8,6.432,0.282,1,0.175,1,1.3,0.377,1,7.1,2.257,2,12.8,3.089,1,1.6,0.708,1,19.04
25,13,a,A,Spatial,1,Pool,2/27/2023,45.0,13.690,0.304,2,0.043,7,15.3,4.294,2,9.3,3.028,1,3.2,1.291,6,17.3,5.076,1,26.51
26,13,a,A,Spatial,2,Pool,2/27/2023,60.0,16.043,0.267,2,0.084,4,21.2,5.924,3,16.2,4.157,3,9.6,1.988,3,12.9,3.974,0,
27,14,a,A,Spatial,1,Pool,2/27/2023,15.0,3.059,0.204,0,0.393,1,0.9,0.318,1,3.7,1.302,1,10.3,1.440,0,0.0,0.000,1,12.01
28,14,a,A,Spatial,2,Pool,2/27/2023,60.0,17.679,0.295,1,0.061,3,9.8,3.207,4,12.8,3.261,7,19.6,6.295,6,17.7,4.917,0,
29,15,a,A,Spatial,1,Pool,2/27/2023,5.0,0.761,0.153,0,0.599,2,4.6,0.684,1,0.3,0.077,0,0.0,0.000,0,0.0,0.000,1,0.97
30,15,a,A,Spatial,2,Pool,2/27/2023,60.0,17.247,0.287,2,0.071,5,15.7,5.194,6,25.9,7.332,3,16.9,4.364,2,1.5,0.357,0,
31,16,a,A,Spatial,1,Pool,2/27/2023,60.0,12.716,0.212,2,0.117,2,11.5,2.741,4,27.9,6.405,4,15.9,3.251,2,4.7,0.318,0,
32,16,a,A,Spatial,2,Pool,2/27/2023,60.0,14.021,0.234,1,0.056,3,12.7,3.681,4,24.5,5.867,4,17.6,2.954,3,5.1,1.519,0,
33,17,a,A,Spatial,1,Pool,2/27/2023,60.0,13.282,0.221,5,0.064,0,0.0,0.000,5,24.7,6.611,6,32.3,5.920,1,3.0,0.751,0,
34,17,a,A,Spatial,2,Pool,2/27/2023,45.3,12.241,0.270,4,0.079,2,13.0,3.441,3,20.2,4.540,2,8.6,2.843,1,3.4,1.415,1,32.10
35,18,a,A,Spatial,1,Pool,2/27/2023,60.0,20.434,0.341,2,0.013,5,15.0,6.824,8,30.4,9.155,4,10.4,2.799,2,4.1,1.656,0,
36,18,a,A,Spatial,2,Pool,2/27/2023,35.4,7.900,0.223,0,0.118,1,8.0,1.315,1,19.5,3.930,1,3.9,1.261,1,3.9,1.395,1,23.79
37,19,a,A,Spatial,1,Pool,2/27/2023,60.0,14.221,0.237,1,0.113,7,34.6,7.729,5,14.4,4.535,2,3.9,0.511,4,7.1,1.446,0,
38,19,a,A,Spatial,2,Pool,2/27/2023,60.0,15.750,0.263,1,0.079,3,24.8,5.017,4,15.8,4.737,4,13.3,3.875,3,6.1,2.121,0,
39,20,a,A,Spatial,1,Pool,2/27/2023,11.7,1.914,0.164,0,0.306,2,9.3,1.387,0,0.0,0.000,0,0.0,0.000,1,2.3,0.527,1,3.47
40,20,a,A,Spatial,2,Pool,2/27/2023,31.7,9.550,0.301,1,0.099,2,10.4,3.103,2,9.1,2.384,2,6.6,2.077,2,5.6,1.986,1,19.11
41,21,a,A,Spatial,1,Pool,2/27/2023,58.8,13.578,0.231,2,0.088,3,10.5,2.785,0,0.0,0.000,5,28.2,5.248,8,20.0,5.545,1,50.36
42,21,a,A,Spatial,2,Pool,2/27/2023,28.3,9.390,0.331,2,0.137,2,7.2,2.230,2,7.0,2.556,2,10.6,3.255,1,3.4,1.349,1,21.00
43,22,a,A,Spatial,1,Pool,2/27/2023,17.9,3.811,0.213,0,0.323,1,1.2,0.419,1,4.6,1.340,1,12.1,2.053,0,0.0,0.000,1,14.60
44,22,a,A,Spatial,2,Pool,2/27/2023,30.5,10.213,0.334,2,0.063,3,7.8,2.527,2,7.0,2.112,2,7.4,2.609,3,8.4,2.966,1,22.15
45,23,a,A,Spatial,1,Pool,2/27/2023,53.4,12.495,0.234,4,0.078,4,14.0,3.713,6,26.4,5.818,3,12.4,2.784,1,0.6,0.180,1,36.99
46,23,a,A,Spatial,2,Pool,2/27/2023,60.0,11.220,0.187,2,0.066,1,5.2,0.856,4,23.9,4.526,5,30.1,5.808,1,0.8,0.030,0,
47,24,a,A,Spatial,1,Pool,2/27/2023,12.8,2.862,0.224,0,0.237,2,9.5,2.376,1,0.4,0.139,0,0.0,0.000,1,2.8,0.346,1,3.50
48,24,a,A,Spatial,2,Pool,2/27/2023,38.0,8.032,0.211,2,0.070,6,20.1,3.541,5,7.9,1.869,1,5.9,1.349,1,4.1,1.272,1,22.46
49,1,a,A,Spatial,3,Pool,2/27/2023,47.3,14.543,0.307,2,0.020,4,10.0,2.568,4,14.2,4.876,4,10.7,3.182,3,12.4,3.917,1,32.15
50,1,a,A,Spatial,4,Pool,2/27/2023,8.2,2.797,0.343,0,0.300,1,0.9,0.253,3,2.5,1.069,3,2.1,0.684,1,2.6,0.791,1,4.22
51,2,a,A,Spatial,3,Pool,2/27/2023,11.8,3.333,0.282,0,0.169,2,2.6,0.353,1,3.4,1.250,1,5.4,1.584,1,0.3,0.147,1,8.96
52,2,a,A,Spatial,4,Pool,2/27/2023,60.0,18.433,0.307,2,0.022,3,9.3,3.082,2,5.6,2.312,6,27.5,7.293,6,17.7,5.746,0,
53,3,a,A,Spatial,3,Pool,2/27/2023,13.0,3.617,0.279,0,0.251,1,1.7,0.436,1,6.4,1.760,1,4.9,1.420,0,0.0,0.000,1,8.51
54,3,a,A,Spatial,4,Pool,2/27/2023,5.0,1.638,0.325,0,0.615,1,0.7,0.229,1,3.1,1.137,1,1.3,0.273,0,0.0,0.000,1,1.79
55,4,a,A,Spatial,3,Pool,2/27/2023,60.0,15.989,0.266,4,0.080,3,13.6,4.001,4,16.5,4.542,4,21.2,4.727,2,8.8,2.720,0,
56,4,a,A,Spatial,4,Pool,2/27/2023,13.1,4.032,0.308,0,0.190,2,5.0,1.673,1,7.3,2.097,0,0.0,0.000,1,0.8,0.262,1,5.96
57,5,a,A,Spatial,3,Pool,2/27/2023,54.3,10.980,0.202,2,0.041,3,28.6,5.547,1,4.3,1.258,1,6.6,1.378,3,14.8,2.796,1,31.37
58,5,a,A,Spatial,4,Pool,2/27/2023,16.6,4.652,0.280,0,0.100,2,11.7,2.635,2,3.7,1.648,1,1.2,0.369,0,0.0,0.000,1,6.73
59,6,a,A,Spatial,3,Pool,2/27/2023,60.0,13.695,0.228,3,0.055,4,16.6,3.019,4,28.6,5.958,2,4.7,1.772,2,10.0,2.947,0,
60,6,a,A,Spatial,4,Pool,2/27/2023,60.0,10.072,0.168,2,0.061,2,16.9,2.264,3,29.1,5.628,2,14.0,2.181,0,0.0,0.000,0,
61,7,a,A,Spatial,3,Pool,2/27/2023,60.0,14.795,0.247,5,0.085,4,17.3,4.641,4,25.3,6.110,3,13.0,2.692,2,4.4,1.352,0,
62,7,a,A,Spatial,4,Pool,2/27/2023,60.0,10.289,0.171,3,0.070,2,11.9,2.066,3,34.0,5.440,2,11.3,1.650,1,2.8,1.133,0,
63,8,a,A,Spatial,3,Pool,2/27/2023,5.9,1.436,0.245,0,0.343,1,1.3,0.308,0,0.0,0.000,0,0.0,0.000,1,4.5,1.129,1,1.97
64,8,a,A,Spatial,4,Pool,2/27/2023,60.0,16.656,0.278,2,0.101,3,10.8,4.101,3,10.3,3.591,2,18.1,4.171,3,20.8,4.793,0,
65,9,a,A,Spatial,3,Pool,2/27/2023,60.0,14.833,0.247,2,0.044,3,8.8,2.810,4,31.3,6.516,4,10.2,2.682,3,9.7,2.826,0,
66,9,a,A,Spatial,4,Pool,2/27/2023,7.5,2.356,0.316,0,0.297,1,0.8,0.280,0,0.0,0.000,0,0.0,0.000,1,6.6,2.076,1,3.63
67,10,a,A,Spatial,3,Pool,2/27/2023,39.1,12.286,0.314,2,0.090,3,11.5,3.354,3,10.4,3.181,3,9.0,2.596,3,8.2,3.155,1,25.73
68,10,a,A,Spatial,4,Pool,2/27/2023,46.6,13.596,0.292,1,0.059,4,23.1,6.642,2,5.6,1.857,1,5.6,1.312,3,12.3,3.786,1,24.07
69,11,a,A,Spatial,3,Pool,2/27/2023,60.0,20.818,0.347,1,0.066,3,12.1,3.945,4,15.4,5.457,7,15.7,5.572,6,16.7,5.843,0,
70,11,a,A,Spatial,4,Pool,2/27/2023,45.0,12.731,0.283,0,0.060,4,25.2,6.292,2,7.2,2.094,1,3.2,1.281,3,9.3,3.063,1,21.98
71,12,a,A,Spatial,3,Pool,2/27/2023,31.4,8.530,0.272,2,0.098,2,10.8,2.506,2,7.9,2.105,2,4.7,1.595,2,8.0,2.323,1,18.64
72,12,a,A,Spatial,4,Pool,2/27/2023,13.1,2.851,0.218,0,0.401,1,3.8,0.791,1,9.3,2.061,0,0.0,0.000,0,0.0,0.000,1,6.39
73,13,a,A,Spatial,3,Pool,2/27/2023,58.7,15.195,0.259,3,0.054,4,19.6,4.495,3,14.3,3.650,2,8.4,2.612,3,16.4,4.438,1,36.66
74,13,a,A,Spatial,4,Pool,2/27/2023,35.3,10.166,0.288,1,0.122,4,12.3,3.301,5,11.9,3.860,4,5.1,1.518,2,6.0,1.488,1,19.10
75,14,a,A,Spatial,3,Pool,2/27/2023,29.8,9.783,0.328,0,0.055,3,7.8,2.765,1,0.6,0.271,2,8.8,2.862,4,12.6,3.884,1,18.92
76,14,a,A,Spatial,4,Pool,2/27/2023,35.8,11.541,0.322,1,0.087,3,7.6,2.547,2,5.9,2.227,4,16.7,4.391,4,5.6,2.377,1,26.36
77,15,a,A,Spatial,3,Pool,2/27/2023,60.0,17.125,0.285,3,0.010,5,31.2,8.301,5,17.8,5.079,1,3.6,1.268,2,7.4,2.477,0,
78,15,a,A,Spatial,4,Pool,2/27/2023,60.0,15.649,0.261,1,0.099,3,9.1,3.377,4,17.6,4.309,4,14.7,3.882,2,18.6,4.081,0,
79,16,a,A,Spatial,3,Pool,2/27/2023,60.0,13.401,0.223,3,0.092,3,28.2,5.579,2,9.9,2.693,3,13.7,2.912,4,8.2,2.217,0,
80,16,a,A,Spatial,4,Pool,2/27/2023,60.0,15.203,0.253,2,0.023,4,27.2,6.419,6,20.3,5.365,2,9.4,2.187,1,3.1,1.232,0,
81,17,a,A,Spatial,3,Pool,2/27/2023,6.8,2.264,0.333,0,0.198,2,3.9,1.242,1,2.9,1.022,0,0.0,0.000,0,0.0,0.000,1,2.45
82,17,a,A,Spatial,4,Pool,2/27/2023,60.0,21.248,0.354,4,0.056,7,23.4,7.557,6,18.1,6.310,4,10.2,3.950,4,8.4,3.431,0,
83,18,a,A,Spatial,3,Pool,2/27/2023,60.0,20.847,0.347,2,0.057,5,12.0,3.954,6,16.8,5.810,5,13.1,4.587,4,18.1,6.496,0,
84,18,a,A,Spatial,4,Pool,2/27/2023,38.5,10.450,0.272,0,0.110,3,9.5,2.883,3,18.4,5.058,2,7.4,1.789,1,3.1,0.719,1,22.77
85,19,a,A,Spatial,3,Pool,2/27/2023,17.9,4.923,0.275,0,0.106,2,4.6,0.809,1,3.2,1.182,1,6.7,1.680,1,3.4,1.253,1,13.49
86,19,a,A,Spatial,4,Pool,2/27/2023,60.0,15.124,0.252,0,0.091,3,6.2,1.431,4,10.8,3.470,3,35.0,7.561,2,8.0,2.662,0,
87,20,a,A,Spatial,3,Pool,2/27/2023,60.0,14.536,0.242,1,0.051,4,6.0,1.444,8,37.1,9.084,4,16.9,4.008,0,0.0,0.000,0,
88,20,a,A,Spatial,4,Pool,2/27/2023,26.1,5.753,0.220,2,0.143,1,0.7,0.208,2,19.0,4.550,1,6.4,0.994,0,0.0,0.000,1,19.41
89,21,a,A,Spatial,3,Pool,2/27/2023,19.9,6.501,0.327,1,0.080,3,4.0,1.187,1,0.8,0.292,2,5.4,1.929,4,9.7,3.093,1,12.61
90,21,a,A,Spatial,4,Pool,2/27/2023,3.8,1.192,0.310,0,0.877,1,1.4,0.406,0,0.0,0.000,1,2.4,0.786,0,0.0,0.000,1,0.42
91,22,a,A,Spatial,3,Pool,2/27/2023,60.0,18.644,0.311,0,0.057,5,19.0,5.571,6,20.2,6.786,4,16.8,4.896,1,4.0,1.391,0,
92,22,a,A,Spatial,4,Pool,2/27/2023,40.2,9.884,0.246,1,0.059,3,16.3,3.618,2,10.1,2.861,1,11.5,2.526,1,2.3,0.879,1,26.83
93,23,a,A,Spatial,3,Pool,2/27/2023,60.0,13.342,0.222,3,0.109,1,3.5,1.141,3,21.8,4.505,4,28.3,5.592,2,6.4,2.104,0,
94,23,a,A,Spatial,4,Pool,2/27/2023,60.0,13.261,0.221,1,0.109,4,22.1,4.904,4,18.8,3.733,3,11.3,2.504,3,7.8,2.121,0,
95,24,a,A,Spatial,3,Pool,2/27/2023,20.4,5.133,0.251,2,0.252,1,6.2,1.470,1,5.4,1.886,1,8.8,1.777,0,0.0,0.000,1,10.99
96,24,a,A,Spatial,4,Pool,2/27/2023,6.7,1.921,0.285,0,0.497,1,2.8,0.743,0,0.0,0.000,0,0.0,0.000,1,3.9,1.178,1,2.51
97,1,a,A,Spatial,5,Pool,2/27/2023,60.0,15.849,0.264,3,0.053,2,8.1,2.458,3,8.1,2.375,5,33.5,7.982,4,10.4,3.035,0,
98,1,a,A,Spatial,6,Pool,2/27/2023,10.8,3.412,0.315,0,0.240,2,3.0,0.872,3,5.8,1.877,1,2.0,0.662,0,0.0,0.000,1,4.69
99,2,a,A,Spatial,5,Pool,2/27/2023,13.8,3.734,0.270,0,0.196,1,1.4,0.348,0,0.0,0.000,1,4.4,1.046,2,8.0,2.340,1,9.99
100,2,a,A,Spatial,6,Pool,2/27/2023,60.0,21.081,0.351,0,0.024,5,15.2,5.611,5,16.8,5.929,4,12.8,4.576,4,15.2,4.966,0,
101,3,a,A,Spatial,5,Pool,2/27/2023,13.5,4.248,0.315,0,0.234,2,2.0,0.637,3,9.5,3.114,2,2.0,0.496,0,0.0,0.000,1,7.52
102,3,a,A,Spatial,6,Pool,2/27/2023,4.4,1.295,0.297,0,0.329,1,4.4,1.295,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.90
103,4,a,A,Spatial,5,Pool,2/27/2023,19.3,5.395,0.279,0,0.161,4,11.3,3.242,2,4.9,1.273,0,0.0,0.000,2,3.1,0.880,1,6.05
104,4,a,A,Spatial,6,Pool,2/27/2023,4.9,0.379,0.078,0,0.666,1,4.9,0.379,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.05
105,5,a,A,Spatial,5,Pool,2/27/2023,21.2,3.919,0.185,0,0.315,1,2.8,0.318,0,0.0,0.000,2,12.9,2.281,2,5.6,1.320,1,14.63
106,5,a,A,Spatial,6,Pool,2/27/2023,10.2,3.148,0.308,1,0.392,1,5.1,1.266,1,1.7,0.768,1,3.4,1.114,0,0.0,0.000,1,3.71
107,6,a,A,Spatial,5,Pool,2/27/2023,60.0,12.684,0.211,2,0.110,3,27.1,4.484,4,17.2,4.413,2,8.9,2.362,1,6.8,1.425,0,
108,6,a,A,Spatial,6,Pool,2/27/2023,43.4,8.987,0.207,0,0.093,3,11.2,2.159,4,27.4,5.537,2,4.1,1.103,1,0.7,0.189,1,27.74
109,7,a,A,Spatial,5,Pool,2/27/2023,60.0,9.117,0.152,4,0.047,1,2.7,0.419,4,41.7,5.634,2,15.6,3.064,0,0.0,0.000,0,
110,7,a,A,Spatial,6,Pool,2/27/2023,60.0,10.802,0.180,2,0.071,0,0.0,0.000,5,28.9,5.411,7,28.5,4.543,1,2.6,0.849,0,
111,8,a,A,Spatial,5,Pool,2/27/2023,60.0,15.239,0.254,3,0.042,4,16.9,3.901,4,23.2,5.886,3,9.3,2.654,2,10.6,2.798,0,
112,8,a,A,Spatial,6,Pool,2/27/2023,47.5,13.011,0.274,3,0.068,4,19.6,4.648,3,9.1,3.354,3,10.3,3.112,4,8.5,1.897,1,28.92
113,9,a,A,Spatial,5,Pool,2/27/2023,60.0,12.900,0.215,4,0.061,3,18.7,2.997,5,23.6,4.762,3,7.9,2.421,2,9.8,2.720,0,
114,9,a,A,Spatial,6,Pool,2/27/2023,60.0,12.743,0.212,6,0.098,4,8.4,2.442,5,26.9,5.575,4,22.4,3.955,3,2.3,0.771,0,
115,10,a,A,Spatial,5,Pool,2/27/2023,60.0,20.058,0.334,1,0.051,4,14.9,4.992,4,10.0,3.504,5,16.2,5.212,5,18.8,6.350,0,
116,10,a,A,Spatial,6,Pool,2/27/2023,5.0,1.070,0.212,0,0.598,1,4.1,0.972,0,0.0,0.000,0,0.0,0.000,1,1.0,0.097,1,1.01
117,11,a,A,Spatial,5,Pool,2/27/2023,43.0,11.592,0.270,0,0.045,3,10.5,2.995,2,5.7,1.742,2,19.0,4.276,2,7.7,2.579,1,33.92
118,11,a,A,Spatial,6,Pool,2/27/2023,60.0,14.914,0.249,1,0.110,3,14.2,3.426,5,19.4,4.466,4,18.6,4.170,3,7.8,2.852,0,
119,12,a,A,Spatial,5,Pool,2/27/2023,17.5,3.876,0.221,0,0.123,2,7.1,1.556,1,9.9,2.161,1,0.3,0.099,1,0.2,0.059,1,7.32
120,12,a,A,Spatial,6,Pool,2/27/2023,11.8,3.123,0.265,0,0.353,1,4.3,1.048,1,0.4,0.202,1,7.0,1.873,0,0.0,0.000,1,6.33
121,13,a,A,Spatial,5,Pool,2/27/2023,23.1,6.911,0.300,0,0.102,3,8.1,2.787,2,7.3,1.678,1,3.7,1.262,2,4.0,1.184,1,12.86
122,13,a,A,Spatial,6,Pool,2/27/2023,10.6,3.691,0.350,0,0.291,2,2.0,0.726,1,2.1,0.814,1,1.4,0.278,1,5.1,1.873,1,4.96
123,14,a,A,Spatial,5,Pool,2/27/2023,34.2,10.088,0.295,1,0.080,3,12.6,3.231,1,2.9,1.210,1,2.9,1.220,3,15.8,4.427,1,18.38
124,14,a,A,Spatial,6,Pool,2/27/2023,57.3,16.154,0.282,1,0.050,9,18.3,4.860,6,14.3,4.470,3,12.8,3.287,6,12.0,3.537,1,33.88
125,15,a,A,Spatial,5,Pool,2/27/2023,7.7,1.655,0.216,0,0.470,2,3.6,0.652,0,0.0,0.000,0,0.0,0.000,2,4.0,1.003,1,2.41
126,15,a,A,Spatial,6,Pool,2/27/2023,10.2,2.354,0.231,0,0.456,1,3.3,0.800,1,6.9,1.554,0,0.0,0.000,0,0.0,0.000,1,4.46
127,16,a,A,Spatial,5,Pool,2/27/2023,60.0,14.008,0.233,1,0.080,4,18.7,4.616,6,14.3,2.890,4,17.2,3.862,2,9.8,2.639,0,
128,16,a,A,Spatial,6,Pool,2/27/2023,60.0,13.906,0.232,0,0.114,3,22.4,4.492,5,20.3,4.794,3,12.0,3.147,1,5.2,1.473,0,
129,17,a,A,Spatial,5,Pool,2/27/2023,9.5,3.337,0.351,0,0.072,2,7.9,2.661,0,0.0,0.000,0,0.0,0.000,1,1.6,0.676,1,2.74
130,17,a,A,Spatial,6,Pool,2/27/2023,4.1,1.348,0.326,0,0.717,1,0.7,0.250,0,0.0,0.000,0,0.0,0.000,1,3.4,1.098,1,1.37
131,18,a,A,Spatial,5,Pool,2/27/2023,60.0,16.328,0.272,1,0.080,7,24.1,6.262,7,12.3,3.059,4,16.8,4.537,4,6.8,2.470,0,
132,18,a,A,Spatial,6,Pool,2/27/2023,25.2,5.911,0.234,0,0.125,3,17.2,4.034,2,4.9,1.011,0,0.0,0.000,1,3.1,0.866,1,8.60
133,19,a,A,Spatial,5,Pool,2/27/2023,22.9,6.056,0.264,0,0.099,3,8.5,1.926,1,0.3,0.065,1,6.1,1.232,2,7.9,2.832,1,16.69
134,19,a,A,Spatial,6,Pool,2/27/2023,60.0,15.394,0.257,1,0.077,2,7.3,2.266,5,21.2,5.660,4,26.1,6.044,1,5.4,1.424,0,
135,20,a,A,Spatial,5,Pool,2/27/2023,13.5,2.787,0.206,0,0.457,1,2.3,0.713,2,4.8,1.290,2,6.4,0.784,0,0.0,0.000,1,8.06
136,20,a,A,Spatial,6,Pool,2/27/2023,22.5,6.975,0.310,1,0.113,3,10.4,3.679,1,5.3,0.683,1,2.6,1.056,3,4.2,1.557,1,10.72
137,21,a,A,Spatial,5,Pool,2/27/2023,18.8,5.929,0.315,0,0.063,2,8.3,2.413,0,0.0,0.000,1,4.6,1.432,3,6.0,2.084,1,9.57
138,21,a,A,Spatial,6,Pool,2/27/2023,15.7,5.769,0.367,0,0.209,2,8.7,3.162,1,2.1,0.836,1,2.5,0.881,1,2.4,0.890,1,4.58
139,22,a,A,Spatial,5,Pool,2/27/2023,60.0,17.076,0.285,2,0.072,4,14.1,4.284,3,17.5,4.201,5,15.6,4.927,6,12.8,3.665,0,
140,22,a,A,Spatial,6,Pool,2/27/2023,25.4,6.916,0.273,0,0.160,3,9.6,2.597,2,11.2,3.113,0,0.0,0.000,1,4.6,1.205,1,12.69
141,23,a,A,Spatial,5,Pool,2/27/2023,60.0,17.336,0.289,5,0.094,3,9.3,3.374,4,25.6,6.337,3,10.5,3.752,3,14.5,3.872,0,
142,23,a,A,Spatial,6,Pool,2/27/2023,60.0,14.657,0.244,3,0.099,3,10.3,2.856,4,23.0,4.649,3,12.9,3.737,3,13.8,3.414,0,
143,24,a,A,Spatial,5,Pool,2/27/2023,5.7,1.611,0.285,0,0.284,1,1.4,0.440,0,0.0,0.000,0,0.0,0.000,1,4.2,1.171,1,2.45
144,24,a,A,Spatial,6,Pool,2/27/2023,33.6,10.802,0.322,4,0.087,2,3.2,1.091,6,18.8,5.962,4,11.5,3.749,0,0.0,0.000,1,23.43
145,1,a,A,Spatial,7,Pool,2/28/2023,54.0,17.619,0.326,0,0.049,4,13.4,4.323,3,7.4,2.966,5,10.3,3.419,6,22.9,6.911,1,36.04
146,1,a,A,Spatial,8,Pool,2/28/2023,7.3,2.227,0.305,0,0.341,2,2.3,0.610,2,3.5,1.132,1,1.6,0.485,0,0.0,0.000,1,2.22
147,2,a,A,Spatial,7,Pool,2/28/2023,60.0,18.022,0.300,2,0.044,3,6.6,2.505,8,18.8,5.669,6,29.4,8.408,2,5.2,1.440,0,
148,2,a,A,Spatial,8,Pool,2/28/2023,60.0,14.785,0.246,0,0.038,2,6.1,1.457,7,39.1,10.147,5,14.8,3.181,0,0.0,0.000,0,
149,3,a,A,Spatial,7,Pool,2/28/2023,34.5,10.918,0.316,0,0.104,3,5.4,1.818,4,12.9,4.255,4,12.5,3.547,2,3.7,1.299,1,22.78
150,3,a,A,Spatial,8,Pool,2/28/2023,20.5,7.357,0.359,0,0.074,2,7.9,2.984,1,3.7,1.278,2,3.4,1.370,3,5.4,1.726,1,11.73
151,4,a,A,Spatial,7,Pool,2/28/2023,60.0,17.108,0.285,4,0.008,0,0.0,0.000,4,28.2,8.117,5,31.8,8.991,0,0.0,0.000,0,
152,4,a,A,Spatial,8,Pool,2/28/2023,21.5,5.314,0.248,0,0.186,1,1.1,0.299,3,16.7,4.355,2,3.7,0.660,0,0.0,0.000,1,16.33
153,5,a,A,Spatial,7,Pool,2/28/2023,28.6,8.374,0.293,0,0.091,3,11.1,2.873,1,4.6,1.212,1,5.0,1.389,3,7.9,2.899,1,16.98
154,5,a,A,Spatial,8,Pool,2/28/2023,17.8,5.192,0.291,0,0.210,2,4.5,1.263,2,9.2,2.195,1,2.7,1.079,1,1.4,0.654,1,9.85
155,6,a,A,Spatial,7,Pool,2/28/2023,60.0,10.989,0.183,2,0.075,3,8.2,1.163,4,49.5,9.533,1,2.3,0.292,0,0.0,0.000,0,
