Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Date,Duration (s),Distance (m),Mean speed (m/s),Path efficiency,Q1 : entries,Q1 : time (s),Q1 : distance (m),Q2 : entries,Q2 : time (s),Q2 : distance (m),Q3 : entries,Q3 : time (s),Q3 : distance (m),Q4 : entries,Q4 : time (s),Q4 : distance (m),Platform : entries,Platform : CIPL (m·s)
459,20,NSF,A,Spatial,15,Pool,5/24/2023,8.9,2.105,0.235,0.487,1,3.7,0.946,0,0.0,0.000,0,0.0,0.000,1,5.2,1.159,1,3.52
460,20,NSF,A,Spatial,16,Pool,5/24/2023,15.8,5.930,0.375,0.192,2,5.1,1.944,1,2.9,1.129,2,5.8,2.051,2,2.0,0.805,1,8.10
461,21,NSF,A,Spatial,15,Pool,5/24/2023,7.6,2.418,0.319,0.324,1,1.1,0.252,2,4.1,1.461,1,2.4,0.705,0,0.0,0.000,1,4.49
462,21,NSF,A,Spatial,16,Pool,5/24/2023,6.4,2.376,0.370,0.433,2,1.9,0.645,2,1.5,0.336,1,1.8,0.875,1,1.2,0.519,1,1.98
463,22,NSF,A,Spatial,15,Pool,5/24/2023,6.4,2.377,0.372,0.148,2,3.4,1.167,1,3.0,1.210,0,0.0,0.000,0,0.0,0.000,1,2.52
464,22,NSF,A,Spatial,16,Pool,5/24/2023,5.7,1.885,0.329,0.413,1,4.4,1.448,0,0.0,0.000,0,0.0,0.000,1,1.3,0.437,1,1.11
465,23,NSF,A,Spatial,15,Pool,5/24/2023,4.9,1.607,0.330,0.393,1,3.5,1.272,0,0.0,0.000,0,0.0,0.000,1,1.4,0.336,1,0.90
466,23,NSF,A,Spatial,16,Pool,5/24/2023,37.0,12.375,0.335,0.079,7,17.4,5.420,1,1.7,0.597,0,0.0,0.000,6,17.9,6.359,1,14.46
467,24,NSF,A,Spatial,15,Pool,5/24/2023,12.6,4.496,0.357,0.255,2,2.9,0.875,2,6.5,2.410,1,2.4,1.104,1,0.7,0.107,1,6.37
468,24,NSF,A,Spatial,16,Pool,5/24/2023,6.2,2.207,0.357,0.484,1,2.4,0.763,1,2.3,1.045,1,1.5,0.400,0,0.0,0.000,1,2.32
469,25,NSF,A,Spatial,15,Pool,5/24/2023,11.3,4.477,0.398,0.290,2,5.6,2.310,2,3.9,1.508,1,1.8,0.660,0,0.0,0.000,1,3.11
470,25,NSF,A,Spatial,16,Pool,5/24/2023,11.1,4.126,0.371,0.223,2,3.6,1.263,0,0.0,0.000,0,0.0,0.000,2,7.5,2.863,1,4.74
471,26,NSF,A,Spatial,15,Pool,5/24/2023,15.4,5.079,0.330,0.196,2,2.5,0.871,2,4.4,1.589,1,4.0,1.261,1,4.4,1.359,1,10.21
472,26,NSF,A,Spatial,16,Pool,5/24/2023,15.6,5.606,0.360,0.232,2,4.4,1.515,2,4.5,1.689,2,3.2,1.231,1,3.5,1.171,1,6.96
473,27,NSF,A,Spatial,15,Pool,5/24/2023,1.9,0.562,0.296,0.982,1,0.9,0.343,0,0.0,0.000,0,0.0,0.000,1,1.0,0.218,1,0.09
474,27,NSF,A,Spatial,16,Pool,5/24/2023,1.8,0.468,0.254,0.838,1,1.8,0.468,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.05
475,28,NSF,A,Spatial,15,Pool,5/24/2023,60.0,18.695,0.312,0.066,4,23.2,7.450,2,5.5,1.537,4,16.7,4.424,5,14.6,5.283,0,
476,28,NSF,A,Spatial,16,Pool,5/24/2023,2.3,0.648,0.280,0.824,1,2.3,0.648,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.11
477,29,NSF,A,Spatial,15,Pool,5/24/2023,7.4,2.557,0.346,0.366,2,2.0,0.690,2,3.9,1.514,1,0.4,0.081,1,1.1,0.272,1,3.03
478,29,NSF,A,Spatial,16,Pool,5/24/2023,13.9,4.894,0.352,0.264,1,11.6,3.895,0,0.0,0.000,1,2.3,0.999,0,0.0,0.000,1,2.32
479,30,NSF,A,Spatial,15,Pool,5/24/2023,5.3,2.071,0.389,0.470,1,0.9,0.293,0,0.0,0.000,1,2.7,1.102,2,1.7,0.675,1,2.99
480,30,NSF,A,Spatial,16,Pool,5/24/2023,20.8,7.702,0.371,0.163,2,17.1,6.232,1,0.9,0.462,1,1.4,0.540,1,1.3,0.468,1,4.70
481,1,NSF,A,Spatial,17,Pool,5/24/2023,8.3,2.493,0.299,0.461,2,2.4,0.746,1,1.3,0.568,1,2.8,0.763,1,1.7,0.416,1,2.69
482,1,NSF,A,Spatial,18,Pool,5/24/2023,1.7,0.486,0.288,0.835,1,1.7,0.486,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.12
483,2,NSF,A,Spatial,17,Pool,5/24/2023,9.1,3.131,0.346,0.177,2,4.3,1.480,2,4.8,1.651,0,0.0,0.000,0,0.0,0.000,1,3.84
484,2,NSF,A,Spatial,18,Pool,5/24/2023,10.7,3.869,0.361,0.301,3,7.8,2.734,1,2.4,0.943,0,0.0,0.000,2,0.4,0.192,1,2.62
485,3,NSF,A,Spatial,17,Pool,5/24/2023,7.5,2.170,0.289,0.309,1,6.4,1.793,1,1.1,0.377,0,0.0,0.000,0,0.0,0.000,1,1.55
486,3,NSF,A,Spatial,18,Pool,5/24/2023,8.5,2.973,0.350,0.409,2,1.2,0.320,1,1.1,0.440,2,1.7,0.640,1,4.5,1.573,1,3.10
487,4,NSF,A,Spatial,17,Pool,5/24/2023,37.2,8.455,0.227,0.118,4,10.3,2.936,4,24.1,4.511,1,1.1,0.434,1,1.7,0.574,1,18.12
488,4,NSF,A,Spatial,18,Pool,5/24/2023,6.9,1.710,0.249,0.670,1,2.5,0.615,1,4.3,1.095,0,0.0,0.000,0,0.0,0.000,1,1.56
489,5,NSF,A,Spatial,17,Pool,5/24/2023,10.2,3.592,0.353,0.252,1,3.3,1.149,0,0.0,0.000,1,2.1,0.791,2,4.7,1.653,1,5.02
490,5,NSF,A,Spatial,18,Pool,5/24/2023,5.9,1.752,0.295,0.422,1,4.4,1.295,1,1.5,0.457,0,0.0,0.000,0,0.0,0.000,1,0.80
491,6,NSF,A,Spatial,17,Pool,5/24/2023,8.9,3.003,0.337,0.108,2,7.0,2.202,0,0.0,0.000,0,0.0,0.000,1,1.9,0.800,1,2.52
492,6,NSF,A,Spatial,18,Pool,5/24/2023,6.4,2.401,0.376,0.505,1,3.2,1.205,1,2.8,1.196,1,0.3,0.000,0,0.0,0.000,1,1.44
493,7,NSF,A,Spatial,17,Pool,5/24/2023,4.2,1.417,0.341,0.524,1,3.1,1.096,1,1.1,0.322,0,0.0,0.000,0,0.0,0.000,1,0.56
494,7,NSF,A,Spatial,18,Pool,5/24/2023,2.6,0.949,0.363,0.911,1,0.9,0.321,0,0.0,0.000,0,0.0,0.000,1,1.7,0.628,1,0.12
495,8,NSF,A,Spatial,17,Pool,5/24/2023,8.2,2.750,0.337,0.390,1,4.0,1.339,1,3.2,1.278,1,0.9,0.133,0,0.0,0.000,1,2.88
496,8,NSF,A,Spatial,18,Pool,5/24/2023,7.2,2.360,0.329,0.495,1,1.1,0.278,1,3.2,1.030,1,2.9,1.052,0,0.0,0.000,1,3.64
497,9,NSF,A,Spatial,17,Pool,5/24/2023,60.0,20.317,0.339,0.048,6,12.4,3.733,4,7.4,2.903,5,11.8,4.449,7,28.4,9.231,0,
498,9,NSF,A,Spatial,18,Pool,5/24/2023,60.0,17.833,0.297,0.073,4,19.2,4.870,4,14.3,4.374,4,8.1,2.362,5,18.3,6.226,0,
499,10,NSF,A,Spatial,17,Pool,5/24/2023,2.8,0.991,0.356,0.642,1,0.8,0.266,0,0.0,0.000,0,0.0,0.000,1,2.0,0.725,1,0.60
500,10,NSF,A,Spatial,18,Pool,5/24/2023,5.3,1.770,0.331,0.555,2,2.0,0.619,0,0.0,0.000,1,0.9,0.148,2,2.4,1.003,1,1.31
501,11,NSF,A,Spatial,17,Pool,5/24/2023,8.3,2.693,0.323,0.346,2,4.6,1.530,1,0.6,0.110,1,1.7,0.586,2,1.4,0.467,1,2.11
502,11,NSF,A,Spatial,18,Pool,5/24/2023,1.8,0.425,0.243,0.863,1,1.7,0.425,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.03
503,12,NSF,A,Spatial,17,Pool,5/24/2023,38.7,14.075,0.364,0.039,4,17.9,6.316,2,5.9,2.408,2,6.7,2.569,3,8.1,2.782,1,21.22
504,12,NSF,A,Spatial,18,Pool,5/24/2023,5.4,1.679,0.313,0.479,1,4.3,1.327,1,1.1,0.352,0,0.0,0.000,0,0.0,0.000,1,0.95
505,13,NSF,A,Spatial,17,Pool,5/24/2023,26.4,8.547,0.324,0.109,3,4.5,1.398,3,13.1,4.101,2,7.7,2.589,1,1.1,0.460,1,18.41
506,13,NSF,A,Spatial,18,Pool,5/24/2023,60.0,17.173,0.286,0.035,3,16.1,4.193,5,18.8,4.999,4,14.6,4.276,3,10.5,3.705,0,
507,14,NSF,A,Spatial,17,Pool,5/24/2023,35.3,12.194,0.346,0.051,3,6.9,1.922,3,9.5,3.735,3,11.1,3.681,3,7.8,2.856,1,26.62
508,14,NSF,A,Spatial,18,Pool,5/24/2023,60.0,18.750,0.312,0.073,4,17.1,5.532,4,16.0,4.822,3,12.7,3.804,4,14.3,4.592,0,
509,15,NSF,A,Spatial,17,Pool,5/24/2023,10.1,3.547,0.353,0.117,2,5.1,1.661,1,1.1,0.381,1,0.5,0.214,1,3.3,1.291,1,3.76
510,15,NSF,A,Spatial,18,Pool,5/24/2023,60.0,22.768,0.379,0.035,6,22.9,8.111,5,11.0,4.336,4,11.6,4.647,5,14.5,5.674,0,
511,16,NSF,A,Spatial,17,Pool,5/24/2023,9.0,3.448,0.382,0.248,2,2.3,0.860,1,4.9,1.935,0,0.0,0.000,1,1.8,0.653,1,3.76
512,16,NSF,A,Spatial,18,Pool,5/24/2023,2.9,1.048,0.363,0.811,1,0.9,0.303,1,1.9,0.745,0,0.0,0.000,0,0.0,0.000,1,0.44
513,17,NSF,A,Spatial,17,Pool,5/24/2023,19.6,8.629,0.440,0.090,2,4.5,1.766,2,4.5,1.965,2,5.1,2.404,2,5.4,2.494,1,14.26
514,17,NSF,A,Spatial,18,Pool,5/24/2023,4.6,1.728,0.377,0.648,1,2.0,0.770,1,2.6,0.959,0,0.0,0.000,0,0.0,0.000,1,1.12
515,18,NSF,A,Spatial,17,Pool,5/24/2023,14.0,5.011,0.357,0.217,3,5.3,1.834,1,3.9,1.383,2,3.3,1.190,3,1.6,0.604,1,5.27
516,18,NSF,A,Spatial,18,Pool,5/24/2023,3.6,1.113,0.313,0.796,1,2.1,0.583,1,1.4,0.530,0,0.0,0.000,0,0.0,0.000,1,0.11
517,19,NSF,A,Spatial,17,Pool,5/24/2023,5.9,2.160,0.366,0.338,1,1.1,0.321,1,0.4,0.172,1,2.0,0.769,1,2.4,0.898,1,2.95
518,19,NSF,A,Spatial,18,Pool,5/24/2023,14.7,5.161,0.352,0.198,2,2.2,0.681,0,0.0,0.000,2,2.5,0.838,3,10.0,3.642,1,7.16
519,20,NSF,A,Spatial,17,Pool,5/24/2023,23.5,7.448,0.317,0.151,1,0.9,0.206,1,2.4,0.643,4,13.9,4.602,3,6.3,1.997,1,16.96
520,20,NSF,A,Spatial,18,Pool,5/24/2023,12.3,3.817,0.310,0.167,2,5.1,1.494,1,5.2,1.655,0,0.0,0.000,1,2.0,0.668,1,4.88
521,21,NSF,A,Spatial,17,Pool,5/24/2023,3.5,1.062,0.299,0.789,1,1.3,0.416,0,0.0,0.000,0,0.0,0.000,1,2.2,0.646,1,0.53
522,21,NSF,A,Spatial,18,Pool,5/24/2023,21.9,7.407,0.338,0.043,5,13.6,4.460,3,4.0,1.297,1,0.3,0.088,2,4.1,1.562,1,7.10
523,22,NSF,A,Spatial,17,Pool,5/24/2023,19.3,7.196,0.373,0.147,3,7.2,2.721,2,4.0,1.420,2,4.9,1.912,2,3.2,1.143,1,7.89
524,22,NSF,A,Spatial,18,Pool,5/24/2023,12.1,4.047,0.334,0.196,2,4.9,1.474,3,4.0,1.431,2,2.5,0.954,1,0.7,0.187,1,4.85
525,23,NSF,A,Spatial,17,Pool,5/24/2023,9.4,3.263,0.346,0.213,3,5.5,1.883,0,0.0,0.000,0,0.0,0.000,3,4.0,1.380,1,2.63
526,23,NSF,A,Spatial,18,Pool,5/24/2023,3.4,1.193,0.349,0.921,1,1.2,0.387,1,2.2,0.806,0,0.0,0.000,0,0.0,0.000,1,0.19
527,24,NSF,A,Spatial,17,Pool,5/24/2023,2.4,0.865,0.365,0.743,1,0.5,0.171,0,0.0,0.000,0,0.0,0.000,1,1.8,0.693,1,0.41
528,24,NSF,A,Spatial,18,Pool,5/24/2023,3.6,1.424,0.396,0.823,1,0.9,0.297,0,0.0,0.000,1,2.1,0.887,1,0.5,0.240,1,0.57
529,25,NSF,A,Spatial,17,Pool,5/24/2023,12.8,5.274,0.412,0.174,1,2.7,0.850,2,3.3,1.385,1,2.3,1.106,1,4.5,1.932,1,6.89
530,25,NSF,A,Spatial,18,Pool,5/24/2023,7.3,2.597,0.357,0.442,2,3.6,1.083,0,0.0,0.000,1,2.1,0.922,2,1.6,0.592,1,1.68
531,26,NSF,A,Spatial,17,Pool,5/24/2023,28.7,8.466,0.295,0.035,5,11.0,2.155,2,2.9,1.066,2,4.9,1.802,4,9.9,3.443,1,13.25
532,26,NSF,A,Spatial,18,Pool,5/24/2023,1.8,0.536,0.293,0.994,1,0.9,0.262,0,0.0,0.000,0,0.0,0.000,1,0.9,0.274,1,0.01
533,27,NSF,A,Spatial,17,Pool,5/24/2023,6.9,1.682,0.246,0.410,1,3.1,0.733,0,0.0,0.000,0,0.0,0.000,1,3.8,0.949,1,1.52
534,27,NSF,A,Spatial,18,Pool,5/24/2023,16.9,6.075,0.360,0.181,2,2.9,0.955,1,1.2,0.477,2,4.7,1.750,2,8.0,2.894,1,8.80
535,28,NSF,A,Spatial,17,Pool,5/24/2023,23.5,7.274,0.310,0.117,3,6.4,1.921,4,5.6,2.077,2,8.6,2.110,1,2.8,1.167,1,15.10
536,28,NSF,A,Spatial,18,Pool,5/24/2023,4.2,1.314,0.314,0.402,1,4.2,1.314,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.53
537,29,NSF,A,Spatial,17,Pool,5/24/2023,12.8,4.236,0.330,0.260,1,6.7,2.431,0,0.0,0.000,0,0.0,0.000,1,6.2,1.804,1,4.74
538,29,NSF,A,Spatial,18,Pool,5/24/2023,23.9,8.446,0.354,0.146,4,6.7,2.343,3,5.4,2.100,3,9.8,3.528,2,2.0,0.475,1,13.53
539,30,NSF,A,Spatial,17,Pool,5/24/2023,14.2,5.042,0.356,0.081,2,12.1,4.277,1,2.0,0.764,0,0.0,0.000,0,0.0,0.000,1,3.60
540,30,NSF,A,Spatial,18,Pool,5/24/2023,8.1,2.616,0.322,0.404,1,5.7,1.814,0,0.0,0.000,0,0.0,0.000,1,2.4,0.802,1,1.37
541,1,NSF,A,Spatial,19,Pool,5/25/2023,3.0,0.735,0.243,0.761,2,2.9,0.686,1,0.2,0.049,0,0.0,0.000,0,0.0,0.000,1,0.39
542,1,NSF,A,Spatial,20,Pool,5/25/2023,4.3,1.236,0.290,0.333,1,4.2,1.236,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.74
543,2,NSF,A,Spatial,19,Pool,5/25/2023,9.9,2.616,0.263,0.289,2,2.9,0.885,2,7.0,1.731,0,0.0,0.000,0,0.0,0.000,1,4.25
544,2,NSF,A,Spatial,20,Pool,5/25/2023,11.7,3.950,0.337,0.233,1,10.0,3.409,0,0.0,0.000,0,0.0,0.000,1,1.7,0.542,1,2.46
545,3,NSF,A,Spatial,19,Pool,5/25/2023,11.9,3.284,0.275,0.339,2,2.9,0.715,0,0.0,0.000,1,2.9,0.661,3,6.1,1.909,1,4.23
546,3,NSF,A,Spatial,20,Pool,5/25/2023,4.4,1.421,0.327,0.787,1,2.0,0.546,1,0.3,0.000,1,2.0,0.875,0,0.0,0.000,1,0.28
547,4,NSF,A,Spatial,19,Pool,5/25/2023,4.7,1.330,0.282,0.896,1,0.9,0.245,1,0.5,0.226,1,3.2,0.858,0,0.0,0.000,1,0.93
548,4,NSF,A,Spatial,20,Pool,5/25/2023,19.8,6.384,0.322,0.084,2,10.0,2.739,1,2.7,1.138,1,3.2,1.080,1,3.9,1.428,1,11.49
549,5,NSF,A,Spatial,19,Pool,5/25/2023,60.0,18.732,0.312,0.033,5,8.6,2.920,2,2.7,1.104,5,5.0,1.721,8,43.7,12.987,0,
550,5,NSF,A,Spatial,20,Pool,5/25/2023,36.0,12.353,0.343,0.064,6,11.3,3.961,4,8.5,2.893,1,3.7,1.272,4,12.4,4.226,1,17.63
551,6,NSF,A,Spatial,19,Pool,5/25/2023,12.5,3.614,0.290,0.253,2,3.6,1.065,3,8.5,2.442,1,0.4,0.107,0,0.0,0.000,1,5.51
552,6,NSF,A,Spatial,20,Pool,5/25/2023,5.5,2.102,0.386,0.509,1,3.7,1.446,0,0.0,0.000,0,0.0,0.000,1,1.7,0.656,1,0.99
553,7,NSF,A,Spatial,19,Pool,5/25/2023,2.7,0.933,0.343,0.657,1,0.8,0.268,0,0.0,0.000,0,0.0,0.000,1,1.9,0.665,1,0.54
554,7,NSF,A,Spatial,20,Pool,5/25/2023,10.5,3.728,0.355,0.134,3,5.2,1.687,2,5.3,2.041,0,0.0,0.000,0,0.0,0.000,1,4.30
555,8,NSF,A,Spatial,19,Pool,5/25/2023,53.0,16.314,0.308,0.078,4,23.2,7.267,2,8.8,2.337,3,12.2,3.851,4,8.8,2.859,1,29.84
556,8,NSF,A,Spatial,20,Pool,5/25/2023,12.0,3.937,0.328,0.235,3,7.8,2.665,2,2.3,0.691,0,0.0,0.000,1,1.9,0.580,1,3.23
557,9,NSF,A,Spatial,19,Pool,5/25/2023,60.0,17.476,0.291,0.090,8,31.6,8.418,6,8.0,2.678,2,4.4,1.567,5,16.0,4.813,0,
558,9,NSF,A,Spatial,20,Pool,5/25/2023,52.7,14.436,0.274,0.066,5,18.1,4.771,1,2.4,0.794,2,10.1,2.911,6,22.0,5.960,1,29.94
559,10,NSF,A,Spatial,19,Pool,5/25/2023,14.1,4.557,0.324,0.221,2,1.9,0.419,2,8.7,2.859,1,3.5,1.278,0,0.0,0.000,1,6.64
560,10,NSF,A,Spatial,20,Pool,5/25/2023,10.5,3.065,0.291,0.139,1,10.5,3.065,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,1.83
561,11,NSF,A,Spatial,19,Pool,5/25/2023,3.4,1.062,0.312,0.941,1,0.9,0.303,1,2.4,0.758,0,0.0,0.000,0,0.0,0.000,1,0.26
562,11,NSF,A,Spatial,20,Pool,5/25/2023,2.0,0.480,0.239,0.936,1,2.0,0.480,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.04
563,12,NSF,A,Spatial,19,Pool,5/25/2023,60.0,20.708,0.345,0.036,4,15.7,5.111,3,5.6,2.408,5,11.4,4.521,6,27.3,8.668,0,
564,12,NSF,A,Spatial,20,Pool,5/25/2023,33.6,12.987,0.387,0.054,5,11.1,4.309,4,9.7,3.518,2,4.9,2.094,3,7.9,3.065,1,19.40
565,13,NSF,A,Spatial,19,Pool,5/25/2023,10.1,2.695,0.268,0.431,1,1.1,0.341,0,0.0,0.000,1,8.4,2.133,1,0.5,0.222,1,6.87
566,13,NSF,A,Spatial,20,Pool,5/25/2023,17.5,5.738,0.328,0.199,2,4.4,1.555,1,2.7,1.043,1,5.3,1.324,2,5.1,1.817,1,11.70
567,14,NSF,A,Spatial,19,Pool,5/25/2023,53.5,17.310,0.323,0.055,5,14.8,4.890,4,10.6,3.601,3,13.9,3.947,4,14.3,4.872,1,37.70
568,14,NSF,A,Spatial,20,Pool,5/25/2023,60.0,14.990,0.250,0.108,3,12.1,3.881,3,11.3,3.705,4,27.8,4.554,4,8.8,2.851,0,
569,15,NSF,A,Spatial,19,Pool,5/25/2023,19.3,6.205,0.322,0.114,3,3.9,1.146,4,14.1,4.665,1,1.2,0.394,0,0.0,0.000,1,10.67
570,15,NSF,A,Spatial,20,Pool,5/25/2023,60.0,21.256,0.354,0.063,7,21.8,7.505,4,8.3,3.125,5,8.1,2.539,8,21.8,8.086,0,
571,16,NSF,A,Spatial,19,Pool,5/25/2023,4.8,1.635,0.338,0.758,1,1.1,0.348,1,1.5,0.651,1,2.3,0.636,0,0.0,0.000,1,1.45
572,16,NSF,A,Spatial,20,Pool,5/25/2023,3.4,1.401,0.413,0.658,1,0.9,0.342,1,2.4,1.059,0,0.0,0.000,0,0.0,0.000,1,0.98
573,17,NSF,A,Spatial,19,Pool,5/25/2023,4.1,1.441,0.354,0.765,1,0.9,0.309,1,3.1,1.132,0,0.0,0.000,0,0.0,0.000,1,1.05
574,17,NSF,A,Spatial,20,Pool,5/25/2023,20.8,7.604,0.366,0.165,3,9.5,3.265,2,4.1,1.633,2,3.1,1.309,2,4.1,1.397,1,7.86
575,18,NSF,A,Spatial,19,Pool,5/25/2023,6.4,2.021,0.316,0.262,1,5.9,1.956,0,0.0,0.000,0,0.0,0.000,1,0.5,0.065,1,1.05
576,18,NSF,A,Spatial,20,Pool,5/25/2023,19.6,6.102,0.312,0.206,3,8.1,2.291,3,4.8,1.474,2,3.3,1.075,1,3.3,1.262,1,7.44
577,19,NSF,A,Spatial,19,Pool,5/25/2023,31.7,10.442,0.330,0.104,3,4.0,1.182,1,1.9,0.510,3,10.8,3.823,5,14.9,4.927,1,21.18
578,19,NSF,A,Spatial,20,Pool,5/25/2023,10.4,3.396,0.326,0.256,2,2.8,0.795,0,0.0,0.000,1,1.6,0.609,3,6.0,1.992,1,4.36
579,20,NSF,A,Spatial,19,Pool,5/25/2023,7.3,2.484,0.340,0.215,2,3.8,1.226,0,0.0,0.000,0,0.0,0.000,1,3.5,1.257,1,3.08
580,20,NSF,A,Spatial,20,Pool,5/25/2023,60.0,22.939,0.382,0.022,6,19.7,7.355,6,19.9,7.409,4,10.8,4.189,5,9.6,3.987,0,
581,21,NSF,A,Spatial,19,Pool,5/25/2023,3.3,0.813,0.249,0.587,2,2.2,0.682,1,1.1,0.131,0,0.0,0.000,0,0.0,0.000,1,0.83
582,21,NSF,A,Spatial,20,Pool,5/25/2023,16.9,6.020,0.357,0.203,3,8.8,2.953,1,1.7,0.664,2,1.5,0.589,3,4.8,1.814,1,3.71
583,22,NSF,A,Spatial,19,Pool,5/25/2023,17.1,5.374,0.314,0.178,3,7.2,2.257,2,5.6,1.873,0,0.0,0.000,1,4.4,1.245,1,5.76
584,22,NSF,A,Spatial,20,Pool,5/25/2023,3.0,0.956,0.322,0.847,1,1.5,0.451,0,0.0,0.000,0,0.0,0.000,1,1.5,0.505,1,0.30
585,23,NSF,A,Spatial,19,Pool,5/25/2023,5.5,2.043,0.370,0.288,3,3.0,0.932,0,0.0,0.000,0,0.0,0.000,2,2.5,1.111,1,1.67
586,23,NSF,A,Spatial,20,Pool,5/25/2023,2.5,0.774,0.311,0.904,1,1.1,0.317,1,1.4,0.457,0,0.0,0.000,0,0.0,0.000,1,0.08
587,24,NSF,A,Spatial,19,Pool,5/25/2023,26.0,8.433,0.324,0.137,4,13.1,4.421,3,9.5,2.779,1,1.1,0.305,2,2.4,0.928,1,9.46
588,24,NSF,A,Spatial,20,Pool,5/25/2023,4.0,1.188,0.294,0.522,1,1.2,0.399,1,2.8,0.790,0,0.0,0.000,0,0.0,0.000,1,1.29
589,25,NSF,A,Spatial,19,Pool,5/25/2023,29.0,9.633,0.333,0.127,5,8.9,3.238,4,8.8,2.793,4,6.9,2.146,3,4.3,1.456,1,12.52
590,25,NSF,A,Spatial,20,Pool,5/25/2023,12.1,4.093,0.338,0.191,1,10.0,3.404,0,0.0,0.000,0,0.0,0.000,1,2.1,0.689,1,2.51
591,26,NSF,A,Spatial,19,Pool,5/25/2023,6.8,2.532,0.373,0.509,1,1.7,0.576,1,2.1,0.914,1,2.9,1.042,0,0.0,0.000,1,2.90
592,26,NSF,A,Spatial,20,Pool,5/25/2023,39.3,13.196,0.336,0.077,3,8.3,2.584,5,11.6,3.948,4,13.5,4.672,2,5.9,1.992,1,26.28
593,27,NSF,A,Spatial,19,Pool,5/25/2023,9.6,2.481,0.258,0.351,1,1.3,0.325,0,0.0,0.000,2,2.5,0.640,3,5.8,1.516,1,4.27
594,27,NSF,A,Spatial,20,Pool,5/25/2023,10.0,3.367,0.336,0.392,1,6.0,1.990,1,0.4,0.158,2,3.2,1.054,1,0.4,0.165,1,2.31
595,28,NSF,A,Spatial,19,Pool,5/25/2023,12.0,3.847,0.322,0.134,3,3.8,1.028,2,8.1,2.819,0,0.0,0.000,0,0.0,0.000,1,5.24
596,28,NSF,A,Spatial,20,Pool,5/25/2023,12.5,4.067,0.326,0.099,2,10.7,3.598,0,0.0,0.000,0,0.0,0.000,1,1.7,0.469,1,3.60
597,29,NSF,A,Spatial,19,Pool,5/25/2023,11.9,4.164,0.350,0.241,2,1.9,0.612,2,10.0,3.551,0,0.0,0.000,0,0.0,0.000,1,5.04
598,29,NSF,A,Spatial,20,Pool,5/25/2023,6.5,2.572,0.397,0.433,1,4.0,1.560,0,0.0,0.000,1,1.3,0.412,1,1.2,0.600,1,1.16
599,30,NSF,A,Spatial,19,Pool,5/25/2023,3.1,1.230,0.395,0.934,1,1.1,0.369,1,0.5,0.258,1,1.5,0.603,0,0.0,0.000,1,0.09
600,30,NSF,A,Spatial,20,Pool,5/25/2023,3.6,0.638,0.177,0.942,1,1.0,0.323,0,0.0,0.000,0,0.0,0.000,1,2.6,0.316,1,0.54
601,1,NSF,A,Spatial,21,Pool,5/25/2023,3.8,1.120,0.295,0.798,1,1.3,0.355,1,2.4,0.765,0,0.0,0.000,0,0.0,0.000,1,0.51
602,1,NSF,A,Spatial,22,Pool,5/25/2023,4.1,1.198,0.291,0.355,1,4.1,1.198,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.71
603,2,NSF,A,Spatial,21,Pool,5/25/2023,6.5,2.065,0.317,0.601,1,1.7,0.475,0,0.0,0.000,1,3.8,1.346,2,1.0,0.243,1,1.90
604,2,NSF,A,Spatial,22,Pool,5/25/2023,2.1,0.377,0.178,0.967,1,2.1,0.377,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.15
605,3,NSF,A,Spatial,21,Pool,5/25/2023,9.4,2.970,0.317,0.398,2,6.3,1.847,0,0.0,0.000,1,2.2,0.899,2,0.9,0.224,1,1.33
606,3,NSF,A,Spatial,22,Pool,5/25/2023,1.7,0.504,0.300,0.873,1,1.7,0.504,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.08
607,4,NSF,A,Spatial,21,Pool,5/25/2023,7.5,1.991,0.265,0.563,2,2.4,0.610,0,0.0,0.000,1,3.1,0.881,2,2.0,0.500,1,1.57
608,4,NSF,A,Spatial,22,Pool,5/25/2023,5.1,1.484,0.288,0.747,1,2.5,0.554,1,2.6,0.929,0,0.0,0.000,0,0.0,0.000,1,0.39
609,5,NSF,A,Spatial,21,Pool,5/25/2023,1.3,0.457,0.352,0.992,1,1.3,0.457,0,0.0,0.000,0,0.0,0.000,0,0.0,0.000,1,0.02
610,5,NSF,A,Spatial,22,Pool,5/25/2023,9.1,3.303,0.364,0.351,2,2.1,0.671,2,3.6,1.530,2,2.5,0.882,1,0.8,0.220,1,3.55
611,6,NSF,A,Spatial,21,Pool,5/25/2023,14.7,3.995,0.272,0.175,1,6.7,1.761,0,0.0,0.000,0,0.0,0.000,1,8.0,2.234,1,5.03
